Date,Second,Level,Wave,Avatar_facing,Avatar_action,Avatar_action_face,Avatar_action_detail,Avatar_health,Avatar_healthchange,Avatar_gold,Avatar_goldchange,Agent_number,Positive_contact,Negative_contact,Reward_number,Reward_nearest_distance,Reward_nearest_location_x,Reward_nearest_location_y,Reward_inrange_count,Reward_outrange_count,Reward_entry_direction,Reward_entry_angle,Threat_number,Threat_nearest_distance,Threat_nearest_location_x,Threat_nearest_location_y,Threat_projectile_hit,Threat_projectile_count,Threat_inrange_count,Threat_outrange_count,Threat_entry_direction,Threat_entry_angle,Coactive1_number,Coactive1_nearest_distance,Coactive1_nearest_location_x,Coactive1_nearest_location_y,Coactive1_inrange_count,Coactive1_outrange_count,Coactive1_entry_direction,Coactive1_entry_angle,Coactive2_number,Coactive2_nearest_distance,Coactive2_nearest_location_x,Coactive2_nearest_location_y,Coactive2_inrange_count,Coactive2_outrange_count,Coactive2_entry_direction,Coactive2_entry_angle,Action_event_start,Action_event_end
"2026/3/15-21:22:29",11,1,2,down-right,"","","",100,"",0,"",6,"","",1,21.76827,-19.12541,10.39598,1,0,45,TopLeft,1,36.76529,32.30167,17.55815,0,0,0,1,315,TopRight,1,30.76738,-27.03194,-14.69373,0,1,135,BottomLeft,3,33.76781,-29.66811,-16.12664,0,3,135,BottomLeft,"",""
"2026/3/15-21:22:30",12,1,2,down-right,"","","",100,"",0,"",6,"","",1,18.76174,-16.48391,8.960125,1,0,45,TopLeft,1,33.75879,29.66018,16.12233,0,0,0,1,315,TopRight,1,27.76085,-24.39044,-13.25788,0,1,135,BottomLeft,3,30.76129,-27.0266,-14.69079,0,3,135,BottomLeft,"",""
"2026/3/15-21:22:31",13,1,2,down-right,"","","",100,"",0,"",6,"","",1,15.77749,-13.86197,7.534929,1,0,45,TopLeft,1,30.77456,27.03827,14.69713,0,0,0,1,315,TopRight,1,24.77662,-21.76853,-11.83268,1,0,135,BottomLeft,3,27.77706,-24.40469,-13.2656,0,3,135,BottomLeft,"",""
"2026/3/15-21:22:32",14,1,2,down-right,"","","",100,"",0,"",6,"","",1,12.751,-11.20292,6.089557,1,0,45,TopLeft,1,27.74807,24.37922,13.25175,0,0,0,1,315,TopRight,1,21.75012,-19.10947,-10.3873,1,0,135,BottomLeft,3,24.75056,-21.74564,-11.82022,1,2,135,BottomLeft,"",""
"2026/3/15-21:22:33",15,1,2,down-right,"","","",100,"",0,"",6,"","",1,9.745094,-8.561953,4.654013,1,0,45,TopLeft,1,24.74217,21.73826,11.81621,0,1,1,0,315,TopRight,1,18.74423,-16.46852,-8.951759,1,0,135,BottomLeft,3,21.74467,-19.10468,-10.38468,1,2,135,BottomLeft,"",""
"2026/3/15-21:22:34",16,1,2,down-right,"","","",95,"-5,",0,"",6,"","",1,6.749845,-5.930352,3.223558,1,0,45,TopLeft,1,21.7469,19.10665,10.38575,1,1,1,0,315,TopRight,1,15.74897,-13.8369,-7.521305,1,0,135,BottomLeft,3,18.7494,-16.47307,-8.954223,2,1,135,BottomLeft,"",""
"2026/3/15-21:22:35",17,1,2,down-right,"","","",90,"-5,",-30,"-30,",5,"","Lucky grass,",0,999999,0,0,0,0,-1,none,1,18.73496,16.46038,8.94733,1,1,1,0,315,TopRight,1,12.73703,-11.19064,-6.082884,1,0,135,BottomLeft,3,15.73746,-13.8268,-7.515804,3,0,135,BottomLeft,"",""
"2026/3/15-21:22:36",18,1,2,down-right,"","","",85,"-5,",-30,"",5,"","",0,999999,0,0,0,0,-1,none,1,15.727,13.81761,7.510806,1,1,1,0,315,TopRight,1,9.729066,-8.54787,-4.646359,1,0,135,BottomLeft,3,12.7295,-11.18403,-6.079281,3,0,135,BottomLeft,"",""
"2026/3/15-21:22:37",19,1,2,down-right,"","","",80,"-5,",-30,"",5,"","",0,999999,0,0,0,0,-1,none,1,12.72274,11.1781,6.07605,1,1,1,0,315,TopRight,1,6.724809,-5.908356,-3.211602,1,0,135,BottomLeft,3,9.725245,-8.544518,-4.644525,3,0,135,BottomLeft,"",""
"2026/3/15-21:22:38",20,1,2,down-right,"","","",75,"-5,",-60,"-30,",4,"","Tall Mushroom,",0,999999,0,0,0,0,-1,none,1,9.72345,8.542942,4.643663,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,3,6.72595,-5.909364,-3.212136,3,0,135,BottomLeft,"",""
"2026/3/15-21:22:39",21,1,2,down-right,"","","",70,"-5,",-90,"-30,",3,"","Fat Mushroom,",0,999999,0,0,0,0,-1,none,1,6.722723,5.906529,3.210595,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,2,9.718895,-8.538939,-4.641491,2,0,135,BottomLeft,"",""
"2026/3/15-21:22:40",22,1,2,down-right,"","","",65,"-5,",-120,"-30,",2,"","Toxic Vine,",0,999999,0,0,0,0,-1,none,0,999999,0,0,1,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,2,6.716902,-5.901413,-3.207818,2,0,135,BottomLeft,"",""
"2026/3/15-21:22:41",23,1,2,down-right,"","","",65,"",-150,"-30,",1,"","Fat Mushroom,",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,6.716899,-5.901415,-3.207808,1,0,135,BottomLeft,"",""
"2026/3/15-21:22:44",24,-,-,down-right,"","","",65,"",-180,"-30,",0,"","Fat Mushroom,",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:45",25,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:46",26,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:47",27,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:48",28,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:49",29,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:50",30,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:51",31,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:52",32,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:53",33,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2026/3/15-21:22:54",34,-,-,down-right,"","","",65,"",-180,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
