Date,Second,Level,Wave,Avatar_facing,Avatar_action,Avatar_action_face,Avatar_action_detail,Avatar_health,Avatar_healthchange,Avatar_gold,Avatar_goldchange,Agent_number,Positive_contact,Negative_contact,Reward_number,Reward_nearest_distance,Reward_nearest_location_x,Reward_nearest_location_y,Reward_inrange_count,Reward_outrange_count,Reward_entry_direction,Reward_entry_angle,Threat_number,Threat_nearest_distance,Threat_nearest_location_x,Threat_nearest_location_y,Threat_projectile_hit,Threat_projectile_count,Threat_inrange_count,Threat_outrange_count,Threat_entry_direction,Threat_entry_angle,Coactive1_number,Coactive1_nearest_distance,Coactive1_nearest_location_x,Coactive1_nearest_location_y,Coactive1_inrange_count,Coactive1_outrange_count,Coactive1_entry_direction,Coactive1_entry_angle,Coactive2_number,Coactive2_nearest_distance,Coactive2_nearest_location_x,Coactive2_nearest_location_y,Coactive2_inrange_count,Coactive2_outrange_count,Coactive2_entry_direction,Coactive2_entry_angle,Action_event_start,Action_event_end
"2025/7/17-19:30:13",42,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:14",43,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:15",44,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:16",45,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:17",46,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:18",47,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:19",48,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:20",49,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:21",50,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:22",51,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:23",52,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:24",53,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:25",54,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:26",55,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:27",56,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:28",57,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:29",58,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:30",59,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:31",60,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:32",61,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:33",62,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:34",63,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:35",64,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:36",65,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:37",66,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:38",67,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:39",68,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:40",69,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:41",70,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:42",71,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:43",72,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:44",73,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:45",74,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:46",75,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:47",76,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:48",77,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:51",78,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:52",79,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
"2025/7/17-19:30:53",80,-,-,down-right,"","","",85,"",20,"",0,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
