Date,Second,Level,Wave,Avatar_facing,Avatar_action,Avatar_action_face,Avatar_action_detail,Avatar_health,Avatar_healthchange,Avatar_gold,Avatar_goldchange,Agent_number,Positive_contact,Negative_contact,Reward_number,Reward_nearest_distance,Reward_nearest_location_x,Reward_nearest_location_y,Reward_inrange_count,Reward_outrange_count,Reward_entry_direction,Reward_entry_angle,Threat_number,Threat_nearest_distance,Threat_nearest_location_x,Threat_nearest_location_y,Threat_projectile_hit,Threat_projectile_count,Threat_inrange_count,Threat_outrange_count,Threat_entry_direction,Threat_entry_angle,Coactive1_number,Coactive1_nearest_distance,Coactive1_nearest_location_x,Coactive1_nearest_location_y,Coactive1_inrange_count,Coactive1_outrange_count,Coactive1_entry_direction,Coactive1_entry_angle,Coactive2_number,Coactive2_nearest_distance,Coactive2_nearest_location_x,Coactive2_nearest_location_y,Coactive2_inrange_count,Coactive2_outrange_count,Coactive2_entry_direction,Coactive2_entry_angle,Action_event_start,Action_event_end
"2025/7/17-19:31:23",11,1,2,down-right,"","","SuccHook,",100,"20,",20,"20,",5,"Lucky grass,","",0,999999,0,0,0,0,-1,none,1,36.81949,32.34926,17.58409,0,0,0,1,315,TopRight,1,30.81637,-27.07498,-14.71713,0,1,135,BottomLeft,3,33.8152,-29.70972,-16.14931,0,3,135,BottomLeft,"","hook-19:31:22,"
"2025/7/17-19:31:24",12,1,2,down-right,"block,","down-right,","",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,33.81837,29.71251,16.15082,0,0,0,1,315,TopRight,1,27.81524,-24.43822,-13.28386,0,1,135,BottomLeft,3,30.81407,-27.07296,-14.71604,0,3,135,BottomLeft,"block-19:31:23,",""
"2025/7/17-19:31:25",13,1,2,down-right,"block,","down-right,","SuccBlock,",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,30.81599,27.07465,14.71694,0,0,0,1,315,TopRight,1,103.4202,-74.90059,-71.31374,0,1,135,BottomLeft,3,27.81169,-24.4351,-13.28216,0,3,135,BottomLeft,"block-19:31:24,","block-19:31:24,"
"2025/7/17-19:31:26",14,1,2,down-right,"hook,","down-right,","SuccBlock,",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,27.81179,24.43518,13.28222,0,0,0,1,315,TopRight,1,141.4214,-100,-100,0,1,135,BottomLeft,3,30.80968,-27.06908,-14.71398,0,3,135,BottomLeft,"hook-19:31:25,","block-19:31:25,"
"2025/7/17-19:31:27",15,1,2,down-right,"","","",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,24.81139,21.79906,11.8493,0,1,1,0,315,TopRight,1,141.4214,-100,-100,0,1,135,BottomLeft,3,27.80927,-24.43296,-13.28104,0,3,135,BottomLeft,"",""
"2025/7/17-19:31:28",16,1,2,up-right,"block,","up-right,","MissingHook,",95,"-5,",20,"",3,"","",0,999999,0,0,0,0,-1,none,1,21.80932,19.16147,10.41559,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,2,24.80721,-21.79537,-11.84733,1,1,135,BottomLeft,"block-19:31:27,","hook-19:31:27,"
"2025/7/17-19:31:29",17,1,2,down-right,"hook,","down-right,","SuccBlock,",90,"-5,",20,"",3,"","",0,999999,0,0,0,0,-1,none,1,120.6123,86.03731,84.52749,1,0,0,1,315,TopRight,0,999999,0,0,0,0,-1,none,2,21.80268,-19.15562,-10.41245,2,0,135,BottomLeft,"hook-19:31:28,","block-19:31:28,"
"2025/7/17-19:31:30",18,1,2,down-right,"","","",100,"20,",0,"-20,",2,"Fat Mushroom,","",0,999999,0,0,0,0,-1,none,1,141.4214,100,100,0,0,0,1,315,TopRight,0,999999,0,0,0,0,-1,none,1,21.79725,-19.15085,-10.40985,1,0,135,BottomLeft,"",""
"2025/7/17-19:31:31",19,1,2,up-right,"block,","down-right,","SuccHook,SuccBlock,",100,"",0,"",2,"","",0,999999,0,0,0,0,-1,none,1,141.4214,100,100,0,0,0,1,315,TopRight,0,999999,0,0,0,0,-1,none,1,61.38608,-45.96444,-40.68809,0,1,135,BottomLeft,"block-19:31:30,","hook-19:31:30,block-19:31:30,"
"2025/7/17-19:31:32",20,1,2,up-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,141.4214,-100,-100,0,1,135,BottomLeft,"",""
"2025/7/17-19:31:33",21,1,2,up-right,"","","",100,"",0,"",1,"","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,141.4214,-100,-100,0,1,135,BottomLeft,"",""
