Date,Second,Level,Wave,Avatar_facing,Avatar_action,Avatar_action_face,Avatar_action_detail,Avatar_health,Avatar_healthchange,Avatar_gold,Avatar_goldchange,Agent_number,Positive_contact,Negative_contact,Reward_number,Reward_nearest_distance,Reward_nearest_location_x,Reward_nearest_location_y,Reward_inrange_count,Reward_outrange_count,Reward_entry_direction,Reward_entry_angle,Threat_number,Threat_nearest_distance,Threat_nearest_location_x,Threat_nearest_location_y,Threat_projectile_hit,Threat_projectile_count,Threat_inrange_count,Threat_outrange_count,Threat_entry_direction,Threat_entry_angle,Coactive1_number,Coactive1_nearest_distance,Coactive1_nearest_location_x,Coactive1_nearest_location_y,Coactive1_inrange_count,Coactive1_outrange_count,Coactive1_entry_direction,Coactive1_entry_angle,Coactive2_number,Coactive2_nearest_distance,Coactive2_nearest_location_x,Coactive2_nearest_location_y,Coactive2_inrange_count,Coactive2_outrange_count,Coactive2_entry_direction,Coactive2_entry_angle,Action_event_start,Action_event_end
"2025/7/17-14:24:43",11,1,2,up-right,"","","",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,35.75584,31.41478,17.07607,0,0,0,1,315,TopRight,1,29.75969,-26.14661,-14.21244,0,1,135,BottomLeft,3,32.75456,-28.77788,-15.64273,0,3,135,BottomLeft,"",""
"2025/7/17-14:24:45",12,1,2,up-right,"","","",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,32.74882,28.77283,15.64,0,0,0,1,315,TopRight,1,26.75266,-23.50466,-12.77637,0,1,135,BottomLeft,3,29.74754,-26.13593,-14.20666,0,3,135,BottomLeft,"",""
"2025/7/17-14:24:46",13,1,2,down-right,"","","",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,29.74525,26.13392,14.20557,0,0,0,1,315,TopRight,1,23.74909,-20.86575,-11.34194,1,0,135,BottomLeft,3,26.74397,-23.49702,-12.77222,0,3,135,BottomLeft,"",""
"2025/7/17-14:24:47",14,1,2,down-right,"hook,","down-right,","",100,"",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,26.99713,23.71944,12.89313,0,0,0,1,315,TopRight,1,22.48034,-19.28895,-11.54175,1,0,135,BottomLeft,3,23.99584,-21.08254,-11.45979,1,2,135,BottomLeft,"hook-14:24:46,",""
"2025/7/17-14:24:48",15,1,2,down-right,"","","SuccHook,",95,"-5,",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,22.99897,20.2067,10.98372,1,1,1,0,315,TopRight,1,0,0,0,1,0,135,BottomLeft,3,19.99768,-17.5698,-9.550375,1,2,135,BottomLeft,"","hook-14:24:47,"
"2025/7/17-14:24:49",16,1,2,down-right,"","","",90,"-5,",20,"",5,"","",0,999999,0,0,0,0,-1,none,1,19.99376,17.56634,9.548514,1,1,1,0,315,TopRight,1,0,0,0,1,0,135,BottomLeft,3,16.99248,-14.92945,-8.115173,2,1,135,BottomLeft,"",""
"2025/7/17-14:24:50",17,1,2,down-right,"hook,","down-right,","",65,"-20,-5,",20,"",4,"","Tall Mushroom,",0,999999,0,0,0,0,-1,none,1,16.99112,14.92824,8.114536,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,3,7.932014,-7.083419,-3.569596,3,0,135,BottomLeft,"hook-14:24:49,",""
"2025/7/17-14:24:51",18,1,2,down-right,"","","SuccHook,",80,"20,-5,",0,"-20,",3,"Fat Mushroom,","",0,999999,0,0,0,0,-1,none,1,13.98492,12.28703,6.678851,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,2,16.98459,-14.92251,-8.111426,2,0,135,BottomLeft,"","hook-14:24:50,"
"2025/7/17-14:24:52",19,1,2,down-right,"hook,","down-right,","",75,"-5,",0,"",3,"","",0,999999,0,0,0,0,-1,none,1,10.97889,9.645952,5.243238,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,2,13.97856,-12.28143,-6.675813,2,0,135,BottomLeft,"hook-14:24:52,",""
"2025/7/17-14:24:53",20,1,2,down-right,"","","SuccHook,",90,"-5,20,",-20,"-20,",2,"Fat Mushroom,","",0,999999,0,0,0,0,-1,none,1,7.970048,7.002414,3.806292,1,1,1,0,315,TopRight,0,999999,0,0,0,0,-1,none,1,13.974,-12.27742,-6.673662,1,0,135,BottomLeft,"","hook-14:24:53,"
"2025/7/17-14:24:54",21,1,2,down-right,"hook,","down-right,","",70,"-5,-15,",-40,"-20,",1,"","Toxic Vine,",0,999999,0,0,0,0,-1,none,0,999999,0,0,1,1,0,0,-1,none,0,999999,0,0,0,0,-1,none,1,10.97249,-9.640324,-5.240202,1,0,135,BottomLeft,"hook-14:24:54,",""
"2025/7/17-14:24:55",22,-,-,down-right,"","","",90,"20,",-60,"-20,",0,"Fat Mushroom,","",0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,0,999999,0,0,0,0,-1,none,"",""
